G5242	ὑπερέχω	G5228+G2192	G5228+G2192	ὑπέρ+σχέω	|
G5243	ὑπερηφανία	G5244	G5228+G5346	ὑπέρ+φημί	|
G5244	ὑπερήφανος	G5228+G5316	G5228+G5346	ὑπέρ+φημί	|
G5245	ὑπερνικάω	G5228+G3528	G5228+G3529	ὑπέρ+νίκη	|
G5246	ὑπέρογκος	G5228+G3591	G5228+G43	ὑπέρ+ἀγκάλη	|
G5247	ὑπεροχή	G5242	G5228+G2192	ὑπέρ+σχέω	|
G5248	ὑπερπερισσεύω	G5228+G4052	G5228+G4008	ὑπέρ+πέραν	|
G5249	ὑπερπερισσῶς	G5228+G4057	G5228+G4008	ὑπέρ+πέραν	|
G5250	ὑπερπλεονάζω	G5228+G4121	G5228+G4183	ὑπέρ+πολύς	|
G5251	ὑπερυψόω	G5228+G5312	G5228+G5228	ὑπέρ+ὑπέρ	|
G5252	ὑπερφρονέω	G5228+G5426	G5228+G5420	ὑπέρ+φράσσω	|
G5253	ὑπερῷον	G5228	G5228	ὑπέρ	|
G5254	ὑπέχω	G5259+G2192	G5259+G2192	ὑπό+σχέω	|
G5255	ὑπήκοος	G5219	G5259+G191	ὑπό+ἀκούω	|
G5256	ὑπηρετέω	G5257	G5259	ὑπό	|
G5257	ὑπηρέτης	G5259	G5259	ὑπό	|
G5258	ὕπνος	G5259	G5259	ὑπό	|
G5259	ὑπό		G5259	ὑπό	|
G5260	ὑποβάλλω	G5259+G906	G5259+G906	ὑπό+βάλλω	|
G5261	ὑπογραμμός	G5259+G1125	G5259+G1125	ὑπό+γράφω	|
G5262	ὑπόδειγμα	G5263	G5259+G1166	ὑπό+δεικνύω	|
G5263	ὑποδείκνυμι	G5259+G1166	G5259+G1166	ὑπό+δεικνύω	|
G5264	ὑποδέχομαι	G5259+G1209	G5259+G1209	ὑπό+δέχομαι	|
G5265	ὑποδέω	G5259+G1210	G5259+G1210	ὑπό+δέω	|
G5266	ὑπόδημα	G5265	G5259+G1210	ὑπό+δέω	|
G5267	ὑπόδικος	G5259+G1349	G5259+G1166	ὑπό+δεικνύω	|
G5268	ὑποζύγιον	G5259+G2218	G5259+G2218	ὑπό+ζυγός	|
G5269	ὑποζώννυμι	G5259+G2224	G5259+G2218	ὑπό+ζυγός	|
G5270	ὑποκάτω	G5259+G2736	G5259+G2737+G2596	ὑπό+κατώτερος+κατά	|
G5271	ὑποκρίνομαι	G5259+G2919	G5259+G2919	ὑπό+κρίνω	|
G5272	ὑπόκρισις	G5271	G5259+G2919	ὑπό+κρίνω	|
G5273	ὑποκριτής	G5271	G5259+G2919	ὑπό+κρίνω	|
G5274	ὑπολαμβάνω	G5259+G2983	G5259+G1209	ὑπό+δέχομαι	|
G5275	ὑπολείπω	G5295+G3007	G5259+G2359+G3007	ὑπό+θρίξ+λείπω	|
G5276	ὑπολήνιον	G5259+G3025	G5259+G3025	ὑπό+ληνός	|
G5277	ὑπολιμπάνω	G5275	G5259+G2359+G3007	ὑπό+θρίξ+λείπω	|
G5278	ὑπομένω	G5259+G3306	G5259+G3306	ὑπό+μένω	|
G5279	ὑπομιμνήσκω	G5259+G3403	G5259+G3306+G3145	ὑπό+μένω+μασσάομαι	|
G5280	ὑπόμνησις	G5279	G5259+G3306+G3145	ὑπό+μένω+μασσάομαι	|
G5281	ὑπομονή	G5278	G5259+G3306	ὑπό+μένω	|
G5282	ὑπονοέω	G5259+G3539	G5259+G1097	ὑπό+γινώσκω	|
G5283	ὑπόνοια	G5282	G5259+G1097	ὑπό+γινώσκω	|
G5284	ὑποπλέω	G5259+G4126	G5259+G4150	ὑπό+πλύνω	|
G5285	ὑποπνέω	G5259+G4154	G5259+G4154	ὑπό+πνέω	|
G5286	ὑποπόδιον	G5259+G4228	G5259+G4228	ὑπό+πούς	|
G5287	ὑπόστασις	G5259+G2476	G5259+G2476	ὑπό+ἵστημι	|
G5288	ὑποστέλλω	G5259+G4724	G5259+G2476	ὑπό+ἵστημι	|
G5289	ὑποστολή	G5288	G5259+G2476	ὑπό+ἵστημι	|
G5290	ὑποστρέφω	G5259+G4762	G5259+G5157	ὑπό+τροπή	|
G5291	ὑποστρώννυμι	G5259+G4766	G5259+G2476	ὑπό+ἵστημι	|
G5292	ὑποταγή	G5293	G5259+G5021	ὑπό+τάσσω	|
G5293	ὑποτάσσω	G5259+G5021	G5259+G5021	ὑπό+τάσσω	|
G5294	ὑποτίθημι	G5259+G5087	G5259+G5087	ὑπό+τίθημι	|
G5295	ὑποτρέχω	G5259+G5143	G5259+G2359	ὑπό+θρίξ	|
G5296	ὑποτύπωσις	G5259+G5179	G5259+G5180	ὑπό+τύπτω	|
G5297	ὑποφέρω	G5259+G5342	G5259+G5342	ὑπό+φέρω	|
G5298	ὑποχωρέω	G5259+G5562	G5259+G5490	ὑπό+χάσμα	|
G5299	ὑπωπιάζω	G5259+G3700	G5259+G3708	ὑπό+ὁράω	|
G5300	ὗς		G5300	ὗς	|
G5301	ὕσσωπος	H231	G5301	ὕσσωπος	|
G5302	ὑστερέω	G5306	G5259	ὑπό	|
G5303	ὑστέρημα	G5302	G5259	ὑπό	|
G5304	ὑστέρησις	G5302	G5259	ὑπό	|
G5305	ὕστερον	G5306	G5259	ὑπό	|
G5306	ὕστερος	G5259	G5259	ὑπό	|
G5307	ὑφαντός		G5307	ὑφαντός	|
G5308	ὑψηλός	G5311	G5228	ὑπέρ	|
G5309	ὑψηλοφρονέω	G5308+G5424	G5228+G5420	ὑπέρ+φράσσω	|
G5310	ὕψιστος	G5311	G5228	ὑπέρ	|
G5311	ὕψος	G5228	G5228	ὑπέρ	|
G5312	ὑψόω	G5311	G5228	ὑπέρ	|
G5313	ὕψωμα	G5312	G5228	ὑπέρ	|
G5314	φάγος	G5315	G2068	ἐσθίω	|
G5315	φάγω	G2068	G2068	ἐσθίω	|
G5316	φαίνω	G5457	G5346	φημί	|
G5317	Φάλεκ	H6389	G5317	Φάλεκ	|
G5318	φανερός	G5316	G5346	φημί	|
G5319	φανερόω	G5318	G5346	φημί	|
G5320	φανερῶς	G5318	G5346	φημί	|
G5321	φανέρωσις	G5319	G5346	φημί	|
G5322	φανός	G5316	G5346	φημί	|
G5323	Φανουήλ	H6439	G5323	Φανουήλ	|
G5324	φαντάζω	G5316	G5346	φημί	|
G5325	φαντασία	G5324	G5346	φημί	|
G5326	φάντασμα	G5324	G5346	φημί	|
G5327	φάραγξ	G4008+G4486	G4008+G2596	πέραν+κατά	|
G5328	Φαραώ	H6547	G5328	Φαραώ	|
G5329	Φάρες	H6557	G5329	Φάρες	|
G5330	Φαρισαῖος	H6567	G5330	Φαρισαῖος	|
G5331	φαρμακεία	G5332	G5332	φαρμακεύς	|
G5332	φαρμακεύς		G5332	φαρμακεύς	|
G5333	φάρμακος		G5333	φάρμακος	|
G5334	φάσις	G5346+G5316	G5346+G5346	φημί+φημί	|
G5335	φάσκω	G5346	G5346	φημί	|
G5336	φάτνη		G5336	φάτνη	|
G5337	φαῦλος		G5337	φαῦλος	|
G5338	φέγγος	G5457+G5350	G5346	φημί	|
G5339	φείδομαι		G5339	φείδομαι	|
G5340	φειδομένως	G5339	G5339	φείδομαι	|
G5341	φελόνης	G5316	G5346	φημί	|
G5342	φέρω		G5342	φέρω	|
G5343	φεύγω		G5343	φεύγω	|
G5344	Φῆλιξ		G5344	Φῆλιξ	|
G5345	φήμη	G5346	G5346	φημί	|
G5346	φημί	G5457+G5316	G5346	φημί	|
G5347	Φῆστος		G5347	Φῆστος	|
G5348	φθάνω		G5348	φθάνω	|
G5349	φθαρτός	G5351	G5351	φθείρω	|
G5350	φθέγγομαι	G5338+G5346	G5346+G5346	φημί+φημί	|
G5351	φθείρω		G5351	φθείρω	|
G5352	φθινοπωρινός		G5352	φθινοπωρινός	|
G5353	φθόγγος	G5350	G5346+G5346	φημί+φημί	|
G5354	φθονέω	G5355	G5351	φθείρω	|
G5355	φθόνος	G5351	G5351	φθείρω	|
G5356	φθορά	G5351	G5351	φθείρω	|
G5357	φιάλη		G5357	φιάλη	|
G5358	φιλάγαθος	G5384+G18	G5384+G18	φίλος+ἀγαθός	|
G5359	Φιλαδέλφεια	G5361	G5384+G1	φίλος+ἄν	|
G5360	φιλαδελφία	G5361	G5384+G1	φίλος+ἄν	|
G5361	φιλάδελφος	G5384+G80	G5384+G1	φίλος+ἄν	|
G5362	φίλανδρος	G5384+G435	G5384+G3708	φίλος+ὁράω	|
G5363	φιλανθρωπία	G5364	G5384+G3708	φίλος+ὁράω	|
G5364	φιλανθρώπως	G5384+G444	G5384+G3708	φίλος+ὁράω	|
G5365	φιλαργυρία	G5366	G5384+G696	φίλος+ἄργυρος	|
G5366	φιλάργυρος	G5384+G696	G5384+G696	φίλος+ἄργυρος	|
G5367	φίλαυτος	G5384+G846	G5384+G109	φίλος+ἀήρ	|
G5368	φιλέω	G5384	G5384	φίλος	|
G5369	φιλήδονος	G5384+G2237	G5384+G2237	φίλος+ἡδονή	|
G5370	φίλημα	G5368	G5384	φίλος	|
G5371	Φιλήμων	G5368	G5384	φίλος	|
G5372	Φίλητος	G5368	G5384	φίλος	|
G5373	φιλία	G5384	G5384	φίλος	|
G5374	Φιλιππήσιος	G5375	G5384+G2462	φίλος+ἵππος	|
G5375	Φίλιπποι	G5376	G5384+G2462	φίλος+ἵππος	|
G5376	Φίλιππος	G5384+G2462	G5384+G2462	φίλος+ἵππος	|
G5377	φιλόθεος	G5384+G2316	G5384+G2316	φίλος+θεός	|
G5378	Φιλόλογος	G5384+G3056	G5384+G3004	φίλος+λέγω	|
G5379	φιλονεικία	G5380	G5384+G3529	φίλος+νίκη	|
G5380	φιλόνεικος	G5384+G3534	G5384+G3529	φίλος+νίκη	|
G5381	φιλονεξία	G5382	G5384+G3581	φίλος+ξένος	|
G5382	φιλόξενος	G5384+G3581	G5384+G3581	φίλος+ξένος	|
G5383	φιλοπρωτεύω	G5384+G4413	G5384+G4253	φίλος+πρό	|
G5384	φίλος		G5384	φίλος	|
G5385	φιλοσοφία	G5386	G5384+G4680	φίλος+σοφός	|
G5386	φιλόσοφος	G5384+G4680	G5384+G4680	φίλος+σοφός	|
G5387	φιλόστοργος	G5384	G5384	φίλος	|
G5388	φιλότεκνος	G5384+G5043	G5384+G5088	φίλος+τίκτω	|
G5389	φιλοτιμέομαι	G5384+G5092	G5384+G5099	φίλος+τίνω	|
G5390	φιλοφρόνως	G5391	G5384+G5420	φίλος+φράσσω	|
G5391	φιλόφρων	G5384+G5424	G5384+G5420	φίλος+φράσσω	|
G5392	φιμόω		G5392	φιμόω	|
G5393	Φλέγων	G5395	G5395	φλόξ	|
G5394	φλογίζω	G5395	G5395	φλόξ	|
G5395	φλόξ		G5395	φλόξ	|
G5396	φλυαρέω	G5397	G5397	φλύαρος	|
G5397	φλύαρος		G5397	φλύαρος	|
G5398	φοβερός	G5401	G5401	φόβος	|
G5399	φοβέω	G5401	G5401	φόβος	|
G5400	φόβητρον	G5399	G5401	φόβος	|
G5401	φόβος		G5401	φόβος	|
G5402	Φοίβη		G5402	Φοίβη	|
G5403	Φοινίκη	G5404	G5404	φοῖνιξ	|
G5404	φοῖνιξ		G5404	φοῖνιξ	|
G5405	Φοῖνιξ	G5404	G5404	φοῖνιξ	|
G5406	φονεύς	G5408	G5408	φόνος	|
G5407	φονεύω	G5406	G5408	φόνος	|
G5408	φόνος		G5408	φόνος	|
G5409	φορέω	G5411	G5342	φέρω	|
G5410	Φόρον		G5410	Φόρον	|
G5411	φόρος	G5342	G5342	φέρω	|
G5412	φορτίζω	G5414	G5342	φέρω	|
G5413	φορτίον	G5414	G5342	φέρω	|
G5414	φόρτος	G5342	G5342	φέρω	|
G5415	Φορτουνᾶτος		G5415	Φορτουνᾶτος	|
G5416	φραγέλλιον	G5417	G5417	φραγελλόω	|
G5417	φραγελλόω		G5417	φραγελλόω	|
G5418	φραγμός	G5420	G5420	φράσσω	|
G5419	φράζω	G5420	G5420	φράσσω	|
G5420	φράσσω	G5424	G5420	φράσσω	|
G5421	φρέαρ		G5421	φρέαρ	|
G5422	φρεναπατάω	G5423	G5420+G538	φράσσω+ἀπατάω	|
G5423	φρεναπάτης	G5424+G539	G5420+G538	φράσσω+ἀπατάω	|
G5424	φρήν	G5420	G5420	φράσσω	|
G5425	φρίσσω		G5425	φρίσσω	|
G5426	φρονέω	G5424	G5420	φράσσω	|
G5427	φρόνημα	G5426	G5420	φράσσω	|
G5428	φρόνησις	G5426	G5420	φράσσω	|
G5429	φρόνιμος	G5424	G5420	φράσσω	|
G5430	φρονίμως	G5429	G5420	φράσσω	|
G5431	φροντίζω	G5424	G5420	φράσσω	|
G5432	φρουρέω	G4253+G3708	G4253+G3708	πρό+ὁράω	|
G5433	φρυάσσω	G1032+G1031	G1032+G1031	βρύω+βρύχω	|
G5434	φρύγανον	G5395	G5395	φλόξ	|
G5435	Φρυγία		G5435	Φρυγία	|
G5436	Φύγελλος	G5343	G5343	φεύγω	|
G5437	φυγή	G5343	G5343	φεύγω	|
G5438	φυλακή	G5442	G5453+G5453	φύω+φύω	|
G5439	φυλακίζω	G5441	G5453+G5453	φύω+φύω	|
G5440	φυλακτήριον	G5442	G5453+G5453	φύω+φύω	|
G5441	φύλαξ	G5442	G5453+G5453	φύω+φύω	|
G5442	φυλάσσω	G5443	G5453+G5453	φύω+φύω	|
G5443	φυλή	G5453+G5444	G5453+G5453	φύω+φύω	|
G5444	φύλλον	G5443	G5453	φύω	|
G5445	φύραμα		G5445	φύραμα	|
G5446	φυσικός	G5449	G5453	φύω	|
G5447	φυσικῶς	G5446	G5453	φύω	|
G5448	φυσιόω	G5449	G5453	φύω	|
G5449	φύσις	G5453	G5453	φύω	|
G5450	φυσίωσις	G5448	G5453	φύω	|
G5451	φυτεία	G5452	G5453	φύω	|
G5452	φυτεύω	G5453	G5453	φύω	|
G5453	φύω		G5453	φύω	|
G5454	φωλεός		G5454	φωλεός	|
G5455	φωνέω	G5456	G5346	φημί	|
G5456	φωνή	G5316	G5346	φημί	|
G5457	φῶς	G5316+G5346	G5346	φημί	|
G5458	φωστήρ	G5457	G5346	φημί	|
G5459	φωσφόρος	G5457+G5342	G5346+G5342	φημί+φέρω	|
G5460	φωτεινός	G5457	G5346	φημί	|
G5461	φωτίζω	G5457	G5346	φημί	|
G5462	φωτισμός	G5461	G5346	φημί	|
G5463	χαίρω		G5463	χαίρω	|
G5464	χάλαζα	G5465	G5490	χάσμα	|
G5465	χαλάω	G5490	G5490	χάσμα	|
G5466	Χαλδαῖος	H3778	G5466	Χαλδαῖος	|
G5467	χαλεπός	G5465	G5490	χάσμα	|
G5468	χαλιναγωγέω	G5469+G71	G5490+G71	χάσμα+ἄγω	|
G5469	χαλινός	G5465	G5490	χάσμα	|
G5470	χάλκεος	G5475	G5490	χάσμα	|
G5471	χαλκεύς	G5475	G5490	χάσμα	|
G5472	χαλκηδών	G5475+G1491	G5490+G1492	χάσμα+εἴδω	|
G5473	χαλκίον	G5475	G5490	χάσμα	|
G5474	χαλκολίβανον	G5475+G3030	G5490+G3030	χάσμα+λίβανος	|
G5475	χαλκός	G5465	G5490	χάσμα	|
G5476	χαμαί	G5490	G5490	χάσμα	|
G5477	Χαναάν	H3667	G5477	Χαναάν	|
G5478	Χανααναῖος	G5477	G5477	Χαναάν	|
G5479	χαρά	G5463	G5463	χαίρω	|
G5480	χάραγμα	G5482	G1125	γράφω	|
G5481	χαρακτήρ	G5482	G1125	γράφω	|
G5482	χάραξ	G1125	G1125	γράφω	|
G5483	χαρίζομαι	G5485	G5463	χαίρω	|
G5484	χάριν	G5485	G5463	χαίρω	|
G5485	χάρις	G5463	G5463	χαίρω	|
G5486	χάρισμα	G5483	G5463	χαίρω	|
G5487	χαριτόω	G5485	G5463	χαίρω	|
G5488	Χαῤῥάν	H2771	G5488	Χαῤῥάν	|
G5489	χάρτης	G5482	G1125	γράφω	|
G5490	χάσμα		G5490	χάσμα	|
G5491	χεῖλος	G5490	G5490	χάσμα	|
G5492	χειμάζω	G5494	G5494	χειμών	|
G5493	χείμαῤῥος	G5494+G4482	G5494+G4482	χειμών+ῥέω	|
G5494	χειμών		G5494	χειμών	|
G5495	χείρ	G5494+G5490	G5494+G5490	χειμών+χάσμα	|
G5496	χειραγωγέω	G5497	G5494+G5490+G71	χειμών+χάσμα+ἄγω	|
G5497	χειραγωγός	G5495+G71	G5494+G5490+G71	χειμών+χάσμα+ἄγω	|
G5498	χειρόγραφον	G5495+G1125	G5494+G5490+G1125	χειμών+χάσμα+γράφω	|
G5499	χειροποίητος	G5495+G4160	G5494+G5490+G4160	χειμών+χάσμα+ποιέω	|
G5500	χειροτονέω	G5495	G5494+G5490	χειμών+χάσμα	|
G5501	χείρων	G2556	G2556	κακός	|
G5502	χερουβίμ	H3742	G5502	χερουβίμ	|
G5503	χήρα	G5490	G5490	χάσμα	|
G5504	χθές		G5504	χθές	|
G5505	χιλιάς	G5507	G5507	χίλιοι	|
G5506	χιλίαρχος	G5507+G757	G5507+G757	χίλιοι+ἄρχω	|
G5507	χίλιοι		G5507	χίλιοι	|
G5508	Χίος		G5508	Χίος	|
G5509	χιτών	H3801	G5509	χιτών	|
G5510	χιών	G5490+G5465+G5494	G5490+G5490+G5494	χάσμα+χάσμα+χειμών	|
G5511	χλαμύς		G5511	χλαμύς	|
G5512	χλευάζω	G5491	G5490	χάσμα	|
G5513	χλιαρός		G5513	χλιαρός	|
G5514	Χλόη		G5514	Χλόη	|
G5515	χλωρός	G5514	G5514	Χλόη	|
G5516	χξϛ	G4742	G4742	στίγμα	|
G5517	χοϊκός	G5522	G5494	χειμών	|
G5518	χοῖνιξ		G5518	χοῖνιξ	|
G5519	χοῖρος		G5519	χοῖρος	|
G5520	χολάω	G5521	G5514	Χλόη	|
G5521	χολή	G5514	G5514	Χλόη	|
G5522	χόος	G5494	G5494	χειμών	|
G5523	Χοραζίν		G5523	Χοραζίν	|
G5524	χορηγέω	G5525+G71	G5525+G71	χορός+ἄγω	|
G5525	χορός		G5525	χορός	|
G5526	χορτάζω	G5528	G5528	χόρτος	|
G5527	χόρτασμα	G5526	G5528	χόρτος	|
G5528	χόρτος		G5528	χόρτος	|
G5529	Χουζᾶς		G5529	Χουζᾶς	|
G5530	χράομαι	G5495	G5494+G5490	χειμών+χάσμα	|
G5531	χράω	G5530	G5494+G5490	χειμών+χάσμα	|
G5532	χρεία	G5530+G5534	G5494+G5490+G5494+G5490+G5494+G5490	χειμών+χάσμα+χειμών+χάσμα+χειμών+χάσμα	|
G5533	χρεωφειλέτης	G5531+G3781	G5494+G5490+G3786	χειμών+χάσμα+ὄφελος	|
G5534	χρή	G5530+G5531	G5494+G5490+G5494+G5490	χειμών+χάσμα+χειμών+χάσμα	|
G5535	χρῄζω	G5532	G5494+G5490+G5494+G5490+G5494+G5490	χειμών+χάσμα+χειμών+χάσμα+χειμών+χάσμα	|
G5536	χρῆμα		G5536	χρῆμα	|
G5537	χρηματίζω	G5536	G5536	χρῆμα	|
G5538	χρηματισμός	G5537	G5536	χρῆμα	|
G5539	χρήσιμος	G5540	G5494+G5490	χειμών+χάσμα	|
G5540	χρῆσις	G5530	G5494+G5490	χειμών+χάσμα	|
G5541	χρηστεύομαι	G5543	G5494+G5490	χειμών+χάσμα	|
G5542	χρηστολογία	G5543+G3004	G5494+G5490+G3004	χειμών+χάσμα+λέγω	|
G5543	χρηστός	G5530	G5494+G5490	χειμών+χάσμα	|
G5544	χρηστότης	G5543	G5494+G5490	χειμών+χάσμα	|
G5545	χρῖσμα	G5548	G5494+G5490	χειμών+χάσμα	|
G5546	Χριστιανός	G5547	G5494+G5490	χειμών+χάσμα	|
G5547	Χριστός	G5548	G5494+G5490	χειμών+χάσμα	|
G5548	χρίω	G5530	G5494+G5490	χειμών+χάσμα	|
G5549	χρονίζω	G5550	G5550	χρόνος	|
G5550	χρόνος		G5550	χρόνος	|
G5551	χρονοτριβέω	G5550+G5147	G5550+G2352+G5149+G2352+G5149	χρόνος+θραύω+τρίζω+θραύω+τρίζω	|
G5552	χρύσεος	G5557	G5494+G5490	χειμών+χάσμα	|
G5553	χρυσίον	G5557	G5494+G5490	χειμών+χάσμα	|
G5554	χρυσοδακτύλιος	G5557+G1146	G5494+G5490+G1176	χειμών+χάσμα+δέκα	|
G5555	χρυσόλιθος	G5557+G3037	G5494+G5490+G3037	χειμών+χάσμα+λίθος	|
G5556	χρυσόπρασος	G5557	G5494+G5490	χειμών+χάσμα	|
G5557	χρυσός	G5530	G5494+G5490	χειμών+χάσμα	|
G5558	χρυσόω	G5557	G5494+G5490	χειμών+χάσμα	|
G5559	χρώς	G5530	G5494+G5490	χειμών+χάσμα	|
G5560	χωλός		G5560	χωλός	|
G5561	χώρα	G5490	G5490	χάσμα	|
G5562	χωρέω	G5561	G5490	χάσμα	|
G5563	χωρίζω	G5561	G5490	χάσμα	|
G5564	χωρίον	G5561	G5490	χάσμα	|
G5565	χωρίς	G5561	G5490	χάσμα	|
G5566	χῶρος		G5566	χῶρος	|
G5567	ψάλλω	G5597	G5597	ψώχω	|
G5568	ψαλμός	G5567	G5597	ψώχω	|
G5569	ψευδάδελφος	G5571+G80	G5574+G1	ψεύδομαι+ἄν	|
G5570	ψευδαπόστολος	G5571+G652	G5574+G575+G2476	ψεύδομαι+ἀπό+ἵστημι	|
G5571	ψευδής	G5574	G5574	ψεύδομαι	|
G5572	ψευδοδιδάσκαλος	G5571+G1320	G5574+G1321	ψεύδομαι+διδάσκω	|
G5573	ψευδολόγος	G5571+G3004	G5574+G3004	ψεύδομαι+λέγω	|
G5574	ψεύδομαι		G5574	ψεύδομαι	|
G5575	ψευδομάρτυρ	G5571+G3144	G5574+G3144	ψεύδομαι+μάρτυς	|
G5576	ψευδομαρτυρέω	G5575	G5574+G3144	ψεύδομαι+μάρτυς	|
G5577	ψευδομαρτυρία	G5575	G5574+G3144	ψεύδομαι+μάρτυς	|
G5578	ψευδοπροφήτης	G5571+G4396	G5574+G4253+G5346	ψεύδομαι+πρό+φημί	|
G5579	ψεῦδος	G5574	G5574	ψεύδομαι	|
G5580	ψευδόχριστος	G5571+G5547	G5574+G5494+G5490	ψεύδομαι+χειμών+χάσμα	|
G5581	ψευδώνυμος	G5571+G3686	G5574+G1097+G3685	ψεύδομαι+γινώσκω+ὀνίνημι	|
G5582	ψεῦσμα	G5574	G5574	ψεύδομαι	|
G5583	ψεύστης	G5574	G5574	ψεύδομαι	|
G5584	ψηλαφάω	G5567+G5586	G5597	ψώχω	|
G5585	ψηφίζω	G5586	G5597	ψώχω	|
